RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
"4,497","15,626,948",Butcher,701,France,Female,42,6,"86,168",1,1,0,"153,342",0
"4,498","15,758,901",Henderson,713,Spain,Female,47,1,0,1,1,0,"107,825",1
"4,499","15,777,759",Boucaut,570,France,Male,30,2,"131,407",1,1,1,"47,952",0
"4,500","15,773,322",Obiajulu,536,Germany,Female,44,4,"121,899",1,0,0,"131,007",0
"4,501","15,697,318",Ifeatu,771,Germany,Male,32,9,"77,487",1,0,0,"33,143",0
"4,502","15,678,916",Kelly,512,France,Female,75,2,0,1,1,0,"123,305",0
"4,503","15,632,118",Pirozzi,698,Spain,Male,45,5,"164,451",1,1,0,"141,970",1
"4,504","15,788,118",Siciliano,656,France,Male,33,7,"138,705",2,1,0,"37,136",0
"4,505","15,788,930",Silva,761,Spain,Male,37,7,"132,730",1,1,0,"199,293",0
"4,506","15,628,583",Iweobiegbunam,709,France,Female,30,5,0,2,0,1,"161,388",0
"4,507","15,635,177",Williamson,597,Spain,Female,66,3,0,1,1,1,"70,533",0
"4,508","15,587,690",Madueke,592,France,Male,28,2,"116,498",1,1,0,"144,290",0
"4,509","15,627,630",Chiagoziem,599,France,Female,41,1,0,2,1,0,"96,070",0
"4,510","15,610,930",Kwemto,572,Germany,Female,35,1,"139,979",1,1,0,"185,663",0
"4,511","15,657,747",Zito,611,Germany,Female,43,9,"127,216",2,0,1,"17,913",0
"4,512","15,568,006",Ukaegbunam,634,France,Female,45,2,0,4,1,0,"101,040",1
"4,513","15,751,748",Trevisani,666,France,Male,51,2,"148,223",1,0,0,"156,954",1
"4,514","15,722,212",Edmondstone,696,France,Female,41,8,0,2,0,0,"28,277",0
"4,515","15,658,670",Chien,669,France,Female,38,8,0,2,1,0,"84,049",0
"4,516","15,761,654",Boni,726,Spain,Male,30,8,"134,152",1,1,1,"147,822",0
"4,517","15,812,210",Yashina,497,Germany,Female,32,8,"111,537",4,1,1,"9,498",1
"4,518","15,787,051",Georg,750,Spain,Female,39,7,"119,566",1,1,0,"87,068",0
"4,519","15,642,991",Tung,850,Spain,Female,29,7,0,2,1,0,"23,237",0
"4,520","15,713,769",Michelides,617,Spain,Male,38,7,0,1,1,1,"27,239",0
"4,521","15,605,826",Korovina,652,Germany,Male,46,10,"121,064",3,1,0,"151,482",1
"4,522","15,648,898",Chuang,560,Spain,Female,27,7,"124,996",1,1,1,"114,670",0
"4,523","15,705,309",Yuriev,629,Spain,Male,39,5,0,2,0,0,"116,748",0
"4,524","15,734,202",Chidimma,660,Germany,Female,52,4,"86,892",1,1,0,"90,878",0
"4,525","15,658,852",Stevens,676,France,Male,38,8,0,2,1,1,"133,693",0
"4,526","15,612,633",Kao,581,Spain,Male,43,9,"78,023",1,0,1,"30,663",0
"4,527","15,604,818",Edmund la Touche,798,France,Male,34,9,"154,496",1,1,0,"191,396",0
"4,528","15,593,900",Belousov,705,France,Male,38,1,"189,444",1,0,1,"106,649",0
"4,529","15,624,995",McCane,714,Spain,Female,31,6,"152,927",1,1,1,"50,900",0
"4,530","15,570,087",Parry-Okeden,664,France,Female,44,8,"142,990",1,1,1,"115,453",1
"4,531","15,802,617",Hudson,697,Germany,Male,43,7,"115,372",2,1,0,"64,139",0
"4,532","15,656,029",Marsden,609,France,Male,37,6,0,2,0,1,"22,031",0
"4,533","15,739,194",Manfrin,548,Spain,Male,38,0,"178,057",2,1,0,"38,435",0
"4,534","15,607,275",Ch'ang,850,Spain,Male,39,6,"206,015",2,0,1,"42,775",1
"4,535","15,629,475",Clark,656,France,Male,41,2,0,2,1,0,"158,974",0
"4,536","15,635,034",Aldrich,727,Germany,Male,37,9,"101,192",1,1,1,"34,551",1
"4,537","15,756,333",Khan,642,France,Female,55,7,0,2,1,1,"101,516",0
"4,538","15,777,436",Murray,710,Spain,Female,31,5,0,2,1,0,"9,562",0
"4,539","15,676,835",Anayolisa,710,Spain,Male,33,1,0,2,1,0,"168,313",0
"4,540","15,574,206",Shillito,718,France,Female,37,7,0,2,1,1,"55,100",0
"4,541","15,613,017",McMillan,586,Germany,Male,32,1,"149,815",1,1,0,"31,830",0
"4,542","15,815,131",Howells,617,Spain,Female,36,7,"115,617",1,1,1,"71,519",0
"4,543","15,585,455",Stewart,630,France,Male,28,9,0,2,0,0,"32,599",0
"4,544","15,692,929",Ikechukwu,791,Germany,Female,42,10,"113,657",2,0,1,"139,947",1
"4,545","15,758,081",Repina,673,Spain,Male,39,8,"138,160",1,1,1,"110,469",0
"4,546","15,667,476",Cox,477,Germany,Female,36,3,"117,701",1,0,0,"74,042",0
"4,547","15,738,248",Lo,662,France,Female,37,5,0,2,1,0,"151,872",0
"4,548","15,672,152",Grant,850,Germany,Male,37,9,"122,506",1,0,1,"199,694",1
"4,549","15,673,372",Stevenson,635,France,Female,58,1,0,1,1,1,"58,907",1
"4,550","15,587,611",Kauffmann,537,France,Male,59,9,0,2,0,0,"103,800",1
"4,551","15,803,415",Samsonova,579,France,Female,39,3,"166,501",2,1,0,"93,836",0
"4,552","15,715,673",Niu,651,Spain,Female,46,4,"89,743",1,1,0,"156,426",1
"4,553","15,655,648",Bock,610,France,Female,25,2,0,2,1,0,"123,724",0
"4,554","15,763,613",Barlow,581,France,Male,30,1,0,2,1,0,"199,464",0
"4,555","15,660,385",Stevenson,592,France,Male,39,7,0,2,1,0,"83,084",0
"4,556","15,733,261",Kung,688,Spain,Female,35,6,0,1,1,0,"25,488",1
"4,557","15,796,231",Nwankwo,681,France,Female,18,1,"98,894",1,1,1,9596.4,0
"4,558","15,624,866",Brewer,658,Germany,Male,37,3,"168,736",2,0,0,"70,370",0
"4,559","15,623,730",Ch'iu,792,France,Male,34,1,0,1,0,1,"86,330",0
"4,560","15,668,248",Quinn,528,Germany,Female,62,7,"133,201",1,0,0,"168,508",1
"4,561","15,694,518",Kodilinyechukwu,624,Spain,Female,36,0,0,2,1,0,"111,606",0
"4,562","15,638,028",Ifeanyichukwu,562,Germany,Male,31,4,"127,237",2,0,1,"143,317",0
"4,563","15,795,895",Yermakova,678,Germany,Male,36,1,"117,865",2,1,0,"27,619",0
"4,564","15,694,376",Sullivan,705,Germany,Female,64,3,"153,469",3,0,0,"146,574",1
"4,565","15,669,204",Grant,650,Germany,Male,23,4,"93,911",2,1,0,"69,055",0
"4,566","15,773,779",Jacka,593,Spain,Female,46,2,"76,598",1,1,1,"54,454",0
"4,567","15,580,682",Tsai,652,France,Female,40,4,"79,927",2,1,1,"33,525",0
"4,568","15,768,530",Emery,554,Spain,Female,27,4,0,2,1,1,"135,084",0
"4,569","15,672,875",Piccio,584,Germany,Male,32,8,"40,173",1,1,1,"137,439",0
"4,570","15,617,082",Sanders,516,France,Male,33,7,"115,196",1,1,1,"11,206",0
"4,571","15,760,514",Sharp,789,Germany,Female,43,9,"116,644",2,1,1,"60,176",0
"4,572","15,761,775",Myers,598,Germany,Male,20,8,"180,294",2,1,1,"29,553",0
"4,573","15,799,964",Campbell,669,Germany,Female,30,7,"139,873",1,1,0,"188,796",0
"4,574","15,693,906",Abbott,645,France,Female,24,3,"34,548",1,1,1,"11,638",0
"4,575","15,739,514",Preston,659,France,Female,32,9,0,2,1,1,"93,156",0
"4,576","15,756,926",Atherton,833,Germany,Male,29,1,"96,462",2,0,1,"48,986",0
"4,577","15,770,984",Fanucci,697,Spain,Female,40,7,"130,334",2,0,1,"116,951",0
"4,578","15,703,979",Evans,580,Germany,Male,39,3,"119,689",1,1,0,"137,041",0
"4,579","15,801,821",Cookson,691,France,Male,38,1,0,2,0,0,"44,654",0
"4,580","15,711,028",Nnachetam,534,France,Male,52,1,0,3,1,1,"104,035",1
"4,581","15,791,842",Johnstone,478,France,Female,32,6,"71,187",1,1,1,"110,594",0
"4,582","15,746,127",Hort,572,France,Female,47,2,0,2,1,0,"36,100",0
"4,583","15,663,625",Johnson,501,France,Male,37,4,0,2,0,0,"12,470",0
"4,584","15,604,891",Zaytseva,624,Spain,Female,38,8,0,2,1,0,"95,403",0
"4,585","15,589,666",Sorokina,595,France,Female,39,9,"136,422",1,1,1,"151,758",0
"4,586","15,627,881",Diehl,603,France,Male,30,8,0,2,1,1,"47,536",0
"4,587","15,664,895",Onuchukwu,602,France,Female,25,0,0,2,1,1,"101,274",0
"4,588","15,676,094",Osonduagwuike,500,France,Female,34,6,0,1,1,1,"140,268",0
"4,589","15,761,720",Mead,422,France,Male,41,6,"153,239",1,1,0,"11,663",0
"4,590","15,611,961",Stewart,615,France,Male,35,7,0,2,1,0,"150,784",0
"4,591","15,680,167",Thomson,635,France,Female,78,6,"47,536",1,1,1,"119,400",0
"4,592","15,762,543",Goliwe,711,France,Female,32,1,0,2,1,0,"126,188",0
"4,593","15,658,475",Lori,834,France,Male,36,8,"142,882",1,1,0,"89,983",1
"4,594","15,779,743",Onwuamaeze,633,France,Female,44,7,0,2,1,0,"29,761",0
"4,595","15,661,532",Butusov,650,France,Female,31,1,"160,566",2,0,0,"27,074",0
"4,596","15,782,360",Rogers,743,Germany,Male,65,2,"131,936",1,1,1,"96,400",1
"4,597","15,767,908",Nicholson,567,France,Male,38,6,"127,679",2,0,0,"45,423",0
"4,598","15,677,105",Rossi,706,Germany,Female,46,4,"105,215",1,1,0,"108,700",1
"4,599","15,641,474",Hall,638,France,Male,46,9,"139,860",1,1,0,"38,967",0
"4,600","15,624,451",Huddart,641,France,Female,38,3,0,2,1,0,"116,466",0
"4,601","15,577,985",Chinomso,574,France,Female,34,5,"112,324",2,1,1,"17,993",0
"4,602","15,571,666",Shaw,642,Germany,Male,30,8,"134,497",1,0,0,"43,251",0
"4,603","15,783,691",Hargreaves,722,Spain,Female,35,1,"120,172",1,1,0,"125,241",0
"4,604","15,671,172",Swain,623,France,Male,23,1,"106,012",2,0,1,"191,416",0
"4,605","15,731,760",Butcher,681,France,Male,25,5,0,1,0,1,"90,861",0
"4,606","15,585,599",Stone,530,France,Female,34,8,0,2,0,1,"141,873",0
"4,607","15,784,958",Allan,797,France,Female,55,10,0,4,1,1,"49,419",1
"4,608","15,734,524",Wang,653,France,Male,51,3,0,1,1,0,"170,427",1
"4,609","15,614,103",Colombo,850,Germany,Male,42,8,"119,840",1,0,1,"51,016",1
"4,610","15,794,895",McKay,581,Spain,Male,34,1,0,2,0,1,"81,175",0
"4,611","15,772,381",Brient,589,Germany,Male,38,8,"92,219",1,1,0,"99,107",0
"4,612","15,710,553",Yin,555,Germany,Male,48,3,"142,055",2,0,1,"79,135",0
"4,613","15,649,292",Bellucci,748,France,Female,49,7,"29,602",1,0,0,"163,551",1
"4,614","15,792,565",Duncan,745,France,Female,46,7,0,2,1,1,"67,770",0
"4,615","15,718,245",Pirozzi,730,France,Male,34,1,0,2,1,1,"126,592",0
"4,616","15,703,117",Findlay,565,France,Female,44,1,0,2,0,1,"89,603",0
"4,617","15,758,136",King,778,France,Male,37,3,"141,804",1,0,1,"179,422",0
"4,618","15,799,932",Iweobiegbunam,812,France,Male,24,10,0,2,1,1,"156,906",0
"4,619","15,633,516",Tucker,526,France,Male,42,1,0,1,0,1,"168,486",0
"4,620","15,622,532",Izmailova,708,France,Female,47,0,"126,589",2,0,1,"132,730",1
"4,621","15,798,960",Meng,680,France,Male,33,2,"108,393",1,0,1,"39,058",0
"4,622","15,698,664",Liang,567,Spain,Male,43,2,"115,644",2,0,0,"174,606",0
"4,623","15,703,614",Hutchinson,564,Spain,Male,48,5,"132,876",1,1,0,"79,260",0
"4,624","15,699,195",Shen,709,France,Female,24,3,"110,949",1,1,1,"168,516",0
"4,625","15,710,543",Okwuoma,629,France,Male,46,1,"130,666",1,1,1,"161,126",1
"4,626","15,695,499",Chinwemma,510,France,Female,45,10,"103,821",2,0,1,"77,879",0
"4,627","15,622,321",Golubova,506,France,Female,32,3,0,1,1,1,"80,823",0
"4,628","15,715,744",Schiavone,605,France,Male,39,7,0,1,0,1,"119,348",0
"4,629","15,788,151",Moore,650,Spain,Male,32,1,"132,188",2,1,1,"178,331",0
"4,630","15,687,153",Graham,850,Germany,Male,49,8,"98,650",1,1,0,"119,175",1
"4,631","15,684,958",Amadi,489,Germany,Male,38,2,"126,444",2,1,1,"82,663",0
"4,632","15,706,116",McKay,659,Germany,Female,30,8,"154,160",1,1,0,"40,441",0
"4,633","15,740,557",Fedorova,753,France,Female,43,5,0,2,1,0,"109,882",0
"4,634","15,707,291",Percy,477,Germany,Male,48,8,"129,250",2,1,1,"157,937",0
"4,635","15,583,353",Floyd,610,Spain,Female,45,3,0,1,1,0,"38,277",1
"4,636","15,761,024",Long,619,France,Female,33,2,"167,734",2,1,1,"65,222",0
"4,637","15,630,709",Castiglione,619,Germany,Female,31,2,"56,116",2,0,0,"2,182",0
"4,638","15,639,590",Melendez,758,France,Female,30,3,"141,581",1,1,0,"156,249",0
"4,639","15,659,399",Mazzi,516,Germany,Male,50,7,"139,675",2,1,0,"45,591",0
"4,640","15,567,078",Kovaleva,789,France,Female,27,8,"66,202",1,1,1,"79,458",0
"4,641","15,696,373",Gill,687,France,Female,44,9,0,2,0,0,"103,042",1
"4,642","15,786,617",Arcuri,485,Germany,Male,34,3,"133,658",1,1,0,"70,210",0
"4,643","15,657,449",Chukwuma,446,Germany,Male,25,3,"136,203",1,1,0,"176,744",0
"4,644","15,672,594",Stevenson,597,France,Female,60,0,"131,778",1,0,0,"10,704",1
"4,645","15,714,240",Ponomarev,712,Spain,Male,74,5,0,2,0,0,"151,426",0
"4,646","15,782,144",Gilroy,522,France,Female,34,3,0,2,1,1,"3,894",0
"4,647","15,665,008",Sidorov,805,Germany,Female,26,8,"42,713",2,1,1,"28,862",0
"4,648","15,581,733",Bates,781,France,Female,28,4,0,2,1,0,"177,703",0
"4,649","15,751,392",Fanucci,689,Spain,Female,57,4,0,2,1,0,"136,650",1
"4,650","15,785,815",Toscano,670,Germany,Male,31,1,"142,632",2,1,1,"175,894",0
"4,651","15,664,214",Hearn,670,France,Male,33,2,"141,205",2,1,0,"76,257",0
"4,652","15,579,996",Iroawuchi,524,Germany,Female,25,7,"131,402",1,0,0,"193,668",0
"4,653","15,675,252",Martin,734,Spain,Female,39,3,"92,637",2,1,1,"125,671",0
"4,654","15,579,617",Sinclair,489,France,Female,51,3,0,2,0,1,"174,098",1
"4,655","15,593,976",Swanson,578,Germany,Female,31,5,"102,089",4,0,0,"187,866",1
"4,656","15,716,041",Chinomso,622,Spain,Male,39,9,0,2,0,1,"100,862",0
"4,657","15,654,489",Fomin,843,France,Female,38,8,"134,888",1,1,1,"10,804",0
"4,658","15,736,302",McKay,687,France,Male,48,4,0,2,1,1,"170,894",0
"4,659","15,805,909",Bergamaschi,700,Spain,Male,28,8,"159,900",1,0,0,"22,699",0
"4,660","15,572,762",Matveyeva,410,Germany,Female,50,2,"102,279",2,1,0,"89,822",0
"4,661","15,724,632",Madukaego,537,France,Female,41,0,0,2,0,1,"175,262",0
"4,662","15,670,416",Ferri,780,France,Female,43,0,0,1,0,1,"15,705",0
"4,663","15,749,528",Achebe,652,Spain,Male,58,6,0,2,0,1,"170,025",0
"4,664","15,578,783",Mai,620,Germany,Male,35,0,"76,990",1,1,1,"17,243",0
"4,665","15,580,719",Davis,697,France,Female,23,10,0,2,1,1,"79,734",0
"4,666","15,656,293",Davey,786,France,Male,35,3,0,2,1,0,"92,713",0
"4,667","15,691,875",Tsou,850,Germany,Female,39,5,"114,492",1,1,0,"99,689",0
"4,668","15,596,870",Marino,749,Germany,Male,54,3,"144,769",1,1,0,"93,336",1
"4,669","15,780,770",Kerr,445,France,Male,31,7,"145,057",1,1,1,"175,894",0
"4,670","15,751,491",Hsiao,443,Germany,Male,50,3,"117,206",1,1,0,"42,840",1
"4,671","15,706,200",Graham,637,Germany,Male,41,2,"138,014",2,1,0,"140,298",0
"4,672","15,808,674",Ejikemeifeuwa,616,Germany,Female,45,6,"128,353",3,1,1,"144,001",1
"4,673","15,641,411",Volkova,756,France,Female,23,1,"112,568",1,1,1,"113,408",0
"4,674","15,764,661",Wang,644,France,Male,33,2,0,1,1,0,"96,421",0
"4,675","15,689,492",Benjamin,850,Germany,Male,41,1,"176,958",2,0,1,"125,806",0
"4,676","15,602,405",Ryrie,703,Germany,Female,38,9,"99,168",1,1,0,"65,721",0
"4,677","15,610,271",Andreev,684,Spain,Female,42,3,"103,210",1,1,0,"31,002",0
"4,678","15,791,780",Ts'ao,706,Germany,Female,48,10,"104,478",3,0,1,"158,249",1
"4,679","15,589,147",Frolov,580,Spain,Male,61,8,"125,921",1,1,1,"94,678",0
"4,680","15,756,975",Montemayor,777,Spain,Female,35,3,0,2,1,1,"17,258",0
"4,681","15,729,582",Fu,676,Germany,Male,48,3,"80,697",1,0,0,"101,398",0
"4,682","15,742,971",Whitehead,708,France,Female,44,2,"161,888",2,1,0,"84,870",0
"4,683","15,568,046",Izuchukwu,809,France,Male,24,7,"109,558",1,1,0,"183,515",0
"4,684","15,694,890",Lai,588,France,Male,38,1,"124,271",1,1,0,"75,969",0
"4,685","15,736,963",Herring,623,France,Male,43,1,0,2,1,1,"146,379",0
"4,686","15,646,490",Duffy,537,Spain,Male,42,1,"190,569",1,0,1,"127,155",0
"4,687","15,607,314",Chiefo,536,Spain,Male,53,2,"143,924",1,1,0,"2,020",1
"4,688","15,576,745",Fyodorov,769,France,Male,48,2,"96,542",2,0,1,"197,886",0
"4,689","15,669,606",Chu,690,France,Male,33,5,0,2,1,0,"138,018",0
"4,690","15,737,832",Robertson,771,Spain,Male,45,0,"139,826",1,0,0,"170,985",1
"4,691","15,681,990",Palmerston,497,Germany,Male,24,6,"111,769",2,1,0,"55,859",0
"4,692","15,758,050",Madukwe,622,Spain,Male,37,4,0,2,1,0,4459.5,0
"4,693","15,787,848",Chinedum,602,Spain,Male,30,9,"113,672",2,0,0,"102,136",0
"4,694","15,713,594",French,543,France,Female,32,7,"147,257",1,1,0,"112,772",0
"4,695","15,588,186",Polyakov,520,Spain,Male,45,7,"107,023",1,1,0,"32,904",0
"4,696","15,786,739",Clements,669,France,Male,37,1,"125,530",1,1,1,"162,261",0
"4,697","15,699,467",Connor,631,Spain,Female,41,0,0,1,0,0,"87,960",0
"4,698","15,680,706",Balashov,537,Germany,Male,48,4,"131,835",1,1,0,"166,477",1
"4,699","15,645,717",Avdeeva,732,France,Male,62,2,0,2,1,1,"25,439",0
"4,700","15,748,597",Chester,844,Spain,Male,56,5,"99,530",1,0,1,"157,230",1
"4,701","15,773,709",Hung,838,Spain,Male,35,0,0,2,0,1,"197,306",0
"4,702","15,629,787",Tu,652,France,Male,27,10,"107,304",2,0,0,"44,436",0
"4,703","15,661,007",Thompson,660,France,Male,33,0,"72,783",1,0,0,"181,052",0
"4,704","15,686,812",Jones,692,Spain,Female,44,8,0,1,0,1,"159,069",0
"4,705","15,754,113",Li,588,France,Female,35,0,0,2,1,1,"155,485",0
"4,706","15,749,489",Denisova,533,Germany,Female,22,10,"115,744",1,0,0,"43,852",0
"4,707","15,574,352",Clogstoun,850,France,Male,43,4,"161,257",1,1,1,"140,072",0
"4,708","15,701,281",Tan,511,France,Male,27,8,0,2,1,1,"49,089",0
"4,709","15,811,985",Power,530,Spain,Male,44,6,0,2,0,0,"55,893",0
"4,710","15,713,505",Harriman,554,France,Male,31,1,0,2,0,1,"192,661",0
"4,711","15,685,653",Benson,585,Germany,Female,40,3,"162,261",2,1,0,"137,029",0
"4,712","15,758,831",Thornton,754,France,Male,39,3,"74,896",1,0,0,"34,430",0
"4,713","15,618,774",White,474,France,Male,54,3,0,1,1,0,"108,409",1
"4,714","15,764,448",Mackenzie,837,Germany,Male,35,0,"144,038",1,1,0,"145,325",0
"4,715","15,611,024",Kalinina,567,France,Female,23,9,"93,522",1,0,1,"81,426",0
"4,716","15,738,220",Bennet,800,Spain,Male,38,1,0,2,1,0,"51,553",0
"4,717","15,805,764",Hallahan,646,France,Male,18,10,0,2,0,1,"52,795",0
"4,718","15,580,487",Martin,627,Germany,Male,38,8,"106,923",2,0,1,"84,270",0
"4,719","15,675,787",Rivera,505,France,Male,26,8,"112,973",1,1,0,"145,012",0
"4,720","15,583,580",Chiawuotu,566,Germany,Female,35,1,"123,042",1,1,0,"66,245",1
"4,721","15,780,654",Sergeyev,619,Germany,Female,33,3,"100,489",2,0,1,"36,447",0
"4,722","15,695,034",Christie,757,France,Female,44,4,"123,322",1,1,0,"137,136",0
"4,723","15,805,671",Louis,648,France,Male,32,0,0,1,0,1,"117,323",0
"4,724","15,790,658",Iqbal,621,Spain,Male,42,8,"68,684",1,1,1,"74,158",0
"4,725","15,578,648",Marino,543,Germany,Male,49,6,"59,532",1,1,0,"104,254",0
"4,726","15,734,987",Robertson,658,France,Female,43,7,"140,260",2,1,0,"2,749",0
"4,727","15,721,740",Pai,633,Germany,Male,50,7,"88,303",1,1,1,"195,937",0
"4,728","15,641,822",Barese,648,France,Female,19,1,0,2,0,1,"22,102",0
"4,729","15,765,650",Chigolum,501,Germany,Male,40,5,"114,656",1,0,0,"126,536",0
"4,730","15,788,556",Trouette,683,France,Female,42,4,"148,284",1,1,1,"44,693",1
"4,731","15,576,550",Ugochukwu,619,Spain,Female,38,1,0,1,1,0,"112,443",1
"4,732","15,622,230",Cribb,705,France,Female,35,3,0,2,0,1,"66,331",0
"4,733","15,653,937",McIntyre,638,Germany,Female,53,1,"123,917",1,1,0,"16,658",1
"4,734","15,743,538",Pickering,710,France,Female,31,1,0,2,1,0,"20,081",0
"4,735","15,591,740",Fletcher,590,France,Female,54,4,0,2,1,1,"93,820",1
"4,736","15,650,086",Uchenna,725,France,Male,43,2,"165,896",2,1,0,"130,796",0
"4,737","15,718,773",Pisano,638,France,Female,32,0,0,2,1,0,"160,130",0
"4,738","15,615,140",Corson,791,France,Male,36,6,"111,169",1,1,1,"189,970",0
"4,739","15,644,361",Hooper,702,France,Female,40,1,"103,549",1,0,0,"9,713",1
"4,740","15,774,536",He,607,France,Female,32,6,0,2,0,0,"196,062",0
"4,741","15,618,661",Chidubem,535,France,Male,30,6,"103,805",1,1,1,"125,711",0
"4,742","15,605,020",Schofield,651,France,Male,45,2,"165,902",2,1,0,"23,055",1
"4,743","15,762,134",Liang,506,Germany,Male,59,8,"119,152",2,1,1,"170,680",0
"4,744","15,685,279",Somadina,511,Spain,Female,57,8,"122,950",1,1,1,"181,259",0
"4,745","15,582,849",McIntosh,757,France,Female,51,1,0,1,1,1,"22,835",1
"4,746","15,655,410",Hinton,768,Germany,Male,49,1,"133,385",1,1,0,"102,397",1
"4,747","15,649,129",Sal,757,France,Male,32,9,0,2,1,0,"115,951",0
"4,748","15,702,380",De Luca,663,Spain,Male,64,6,0,2,0,1,"15,877",0
"4,749","15,759,067",Bromby,537,Germany,Female,37,7,"158,412",4,1,1,"117,691",1
"4,750","15,683,027",Chang,570,Germany,Male,29,4,"122,029",2,1,1,"173,793",0
"4,751","15,597,487",Hunter,850,France,Female,35,5,0,1,1,1,"80,993",0
"4,752","15,763,256",Sheppard,661,Germany,Female,64,8,"128,752",2,1,0,"189,398",1
"4,753","15,620,111",Fan,659,France,Male,54,8,"133,437",1,1,0,"56,788",0
"4,754","15,623,053",Muir,454,Spain,Male,40,2,"123,177",1,1,0,"148,310",0
"4,755","15,595,592",Lai,708,France,Female,59,2,0,1,1,0,"179,673",1
"4,756","15,740,072",Padovesi,720,France,Female,37,2,"120,329",2,1,1,"138,470",0
"4,757","15,778,005",Kemp,785,France,Female,39,1,"130,148",1,1,0,"163,798",1
"4,758","15,583,278",Greece,743,Spain,Female,36,8,"92,717",1,1,1,"33,694",0
"4,759","15,601,263",Young,493,Spain,Female,48,7,0,2,1,0,"48,545",0
"4,760","15,709,222",Chukwueloka,557,Spain,Male,34,3,0,1,0,1,"123,428",0
"4,761","15,713,949",Woods,850,France,Male,40,1,"76,914",1,1,0,"174,183",0
"4,762","15,717,706",Forbes,799,France,Female,32,3,"106,046",2,1,1,"17,938",0
"4,763","15,756,071",Kang,756,France,Male,34,1,"103,133",1,1,1,"90,059",0
"4,764","15,696,564",Nweke,752,France,Male,38,0,"145,975",2,1,1,"137,694",0
"4,765","15,657,637",Ts'ui,696,Spain,Female,36,3,0,3,1,0,"65,040",0
"4,766","15,755,863",Milano,630,Spain,Female,49,1,0,2,0,1,"162,858",0
"4,767","15,719,858",Chao,659,Spain,Female,38,9,0,2,1,1,"35,701",0
"4,768","15,688,876",Wan,685,Spain,Male,39,9,0,2,1,1,"18,826",0
"4,769","15,698,528",Napolitani,599,Spain,Female,31,3,0,1,1,1,"130,086",1
"4,770","15,770,345",Kovaleva,559,Spain,Female,31,1,"139,183",1,0,1,"143,361",0
"4,771","15,761,506",Russell,615,Spain,Male,19,5,0,2,1,0,"159,921",0
"4,772","15,716,619",Chiebuka,580,Germany,Female,36,3,"74,975",1,1,1,"12,100",0
"4,773","15,788,367",Ellis,487,Spain,Male,44,6,"61,691",1,1,1,"53,088",0
"4,774","15,709,451",Gordon,646,Germany,Female,35,1,"121,953",2,1,1,"142,840",0
"4,775","15,640,421",Conway,811,France,Female,35,7,0,1,1,1,178,0
"4,776","15,580,068",Buccho,526,Spain,Male,35,5,0,2,1,1,"105,618",0
"4,777","15,677,123",Aksyonova,767,Spain,Male,37,7,0,2,1,1,"24,734",0
"4,778","15,619,801",Batty,548,France,Female,33,1,"80,108",2,0,1,"82,246",0
"4,779","15,582,246",Rowe,737,Spain,Female,45,2,0,2,0,1,"177,696",0
"4,780","15,711,843",Pisani,613,Germany,Male,40,1,"147,857",3,0,0,"107,961",1
"4,781","15,680,046",Onochie,711,Spain,Male,36,8,0,2,1,0,"55,207",0
"4,782","15,804,131",Farmer,850,Spain,Female,53,7,"65,407",2,0,0,"182,634",1
"4,783","15,722,611",Cameron,752,France,Female,53,8,"114,233",1,1,1,"51,587",0
"4,784","15,729,224",Jennings,710,France,Female,37,5,0,2,1,0,"115,403",0
"4,785","15,811,588",Eluemuno,664,Spain,Female,53,7,"187,602",1,1,0,"186,393",1
"4,786","15,702,138",Swift,510,France,Female,22,3,"156,834",1,0,0,"44,374",0
"4,787","15,749,799",Pisani,577,France,Female,34,2,0,2,1,1,"84,033",0
"4,788","15,752,885",Nnonso,529,France,Male,42,1,"157,499",1,1,1,"82,277",0
"4,789","15,674,932",Cameron,757,Spain,Female,44,9,0,2,1,0,"177,529",0
"4,790","15,743,828",Stevens,691,France,Male,41,2,0,1,1,1,"56,851",1
"4,791","15,642,022",Zito,621,Spain,Male,34,8,0,1,0,0,"47,973",0
"4,792","15,746,461",Taylor,709,Spain,Male,35,2,0,2,1,0,"104,982",0
"4,793","15,809,991",Ferrari,756,Spain,Male,19,4,"130,274",1,1,1,"133,535",0
"4,794","15,787,322",Yeh,788,France,Female,41,6,0,1,1,1,"25,571",0
"4,795","15,575,498",Gould,705,France,Female,39,5,"149,380",2,1,0,"96,076",0
"4,796","15,691,387",Agafonova,483,France,Male,29,9,0,1,1,1,"81,634",0
"4,797","15,765,457",Fowler,719,Spain,Male,35,1,"100,830",1,1,1,"165,009",0
"4,798","15,666,173",Chidumaga,793,Germany,Female,32,1,"96,409",1,1,1,"138,192",0
"4,799","15,627,377",Sabbatini,593,France,Male,41,6,0,2,1,1,"99,136",0
"4,800","15,656,683",Johnson,551,France,Male,52,1,0,1,0,0,"63,585",1
"4,801","15,679,810",Chapman,690,France,Male,39,6,0,2,1,0,"160,533",0
"4,802","15,606,310",Birk,823,France,Male,71,5,"149,105",1,0,1,"162,683",0
"4,803","15,756,871",Capon,512,Spain,Male,39,3,0,1,1,0,"134,878",0
"4,804","15,610,002",Chidubem,802,Spain,Male,41,5,0,2,1,1,"134,626",0
